NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
003_ZW Parque del Perro,3,1,0,0,-0.4496150556030795,0.8539325842696629,-0.6116356748522472,2,1,0,6,5,4,3,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.31940365936299975,0.16783374745877583,3.6790151344025297,-0.49966117009261357,1.9342818428184279,-0.9322109988776655,-0.30111768573307035,-0.8954108858057631,0.668077004442564,-0.07763909456314791,0.34782608695652173,0.3595505617977528,0.9438202247191011,-0.0898876404494382,1.826086956521739,-0.13043478260869565,0.391304347826087,-1.6179775280898876,0.0,-0.043478260869565216
003_ZW Parque del Perro,4,1,0,0,2.89546621043627,0.5393258426966292,1.2733297635955467,3,2,1,0,6,5,4,3,2,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4565168285520668,-0.31940365936299975,0.16557488140953253,3.6790151344025297,-0.49954832881662153,1.9225589225589226,-0.9101468332237562,-0.29327641408751337,-0.8874550454833933,0.668077004442564,0.8260869565217391,0.3595505617977528,0.3595505617977528,0.9438202247191011,-0.08695652173913043,1.826086956521739,-0.13043478260869565,0.4044943820224719,-1.6179775280898876,0.0
003_ZW Parque del Perro,5,0,1,0,-0.7968063872255488,1.8426966292134832,-0.8340945274201677,4,3,2,1,0,6,5,4,3,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8558843460582786,-0.4565168285520668,-0.32166252541224305,0.16557488140953253,3.678184281842818,-0.4965207631874299,1.8770545693622618,-0.8864461045891142,-0.2906706156124392,-0.8874550454833933,0.5217391304347826,0.8539325842696629,0.3595505617977528,0.3595505617977528,0.9130434782608695,-0.08695652173913043,1.826086956521739,-0.1348314606741573,0.4044943820224719,-1.565217391304348
003_ZW Parque del Perro,6,0,1,0,-0.5303678357570573,0.898876404494382,-0.7112664360654236,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.800316241246894,2.8558843460582786,-0.4587756946013102,-0.32166252541224305,0.16553748870822052,3.6558922558922555,-0.4847687924611002,1.8281750266808965,-0.87856991749524,-0.2906706156124392,1.7826086956521738,0.5393258426966292,0.8539325842696629,0.3595505617977528,0.34782608695652173,0.9130434782608695,-0.08695652173913043,1.8876404494382022,-0.1348314606741573,0.391304347826087
003_ZW Parque del Perro,0,1,0,0,3.3975477616196175,0.2696629213483146,1.242177835937142,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.5364806866952789,-0.800316241246894,2.8536254800090357,-0.4587756946013102,-0.3215898825654923,0.16453423120089797,3.569362261669954,-0.47214514407684105,1.8119314575840915,-0.87856991749524,0.8695652173913043,1.8426966292134832,0.5393258426966292,0.8539325842696629,0.34782608695652173,0.34782608695652173,0.9130434782608695,-0.0898876404494382,1.8876404494382022,-0.13043478260869565
003_ZW Parque del Perro,1,1,0,0,-0.11451382948388943,0.0449438202247191,-0.5330890353690384,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.353060763496724,-0.5364806866952789,-0.8025751072961373,2.8536254800090357,-0.4586720867208672,-0.3196408529741863,0.16063992987069922,3.4764140875133402,-0.4679500740427333,1.8119314575840915,0.2608695652173913,0.898876404494382,1.8426966292134832,0.5393258426966292,0.8260869565217391,0.34782608695652173,0.34782608695652173,0.9438202247191011,-0.0898876404494382,1.826086956521739
003_ZW Parque del Perro,2,1,0,0,0.8506415739948674,-0.2247191011235955,0.1638201825720438,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.12468940591822911,3.353060763496724,-0.5387395527445222,-0.8025751072961373,2.852981029810298,-0.4558922558922559,-0.31207538899846593,0.15645677694770554,3.4455257034059654,-0.4679500740427333,0.043478260869565216,0.2696629213483146,0.898876404494382,1.8426966292134832,0.5217391304347826,0.8260869565217391,0.34782608695652173,0.3595505617977528,0.9438202247191011,-0.08695652173913043
003_ZW Parque del Perro,3,1,0,0,0.26735101226119184,0.8089887640449438,-0.2371231731341916,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8310368195166028,-0.12468940591822911,3.3508018974474814,-0.5387395527445222,-0.8023938572719059,2.835690235690236,-0.4451019066403682,-0.303948772678762,0.15506663845991125,3.4455257034059654,-0.21739130434782608,0.0449438202247191,0.2696629213483146,0.898876404494382,1.7826086956521738,0.5217391304347826,0.8260869565217391,0.3595505617977528,0.3595505617977528,0.9130434782608695
003_ZW Parque del Perro,4,1,0,0,0.5226119190191045,1.1685393258426966,0.03176040569020021,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25344477072509597,0.8310368195166028,-0.1269482719674724,3.3508018974474814,-0.5386178861788617,-0.7975308641975308,2.7685733070348455,-0.4335112059765208,-0.3012481489316692,0.15506663845991125,0.782608695652174,-0.2247191011235955,0.0449438202247191,0.2696629213483146,0.8695652173913043,1.7826086956521738,0.5217391304347826,0.8539325842696629,0.3595505617977528,0.34782608695652173
003_ZW Parque del Perro,5,0,1,0,0.7222127174222981,1.8876404494382022,0.09216151440875979,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5062118816354189,0.25344477072509597,0.8287779534673594,-0.1269482719674724,3.350045167118337,-0.5353535353535354,-0.7786543940390094,2.6964781216648883,-0.42965940342712083,-0.3012481489316692,1.1304347826086956,0.8089887640449438,-0.2247191011235955,0.0449438202247191,0.2608695652173913,0.8695652173913043,1.7826086956521738,0.5393258426966292,0.8539325842696629,0.34782608695652173
003_ZW Parque del Perro,6,0,1,0,-0.9548902195608782,-0.1797752808988764,-1.056582014248408,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7038626609442059,0.5062118816354189,0.25118590467585267,0.8287779534673594,-0.12691960252935872,3.329741863075196,-0.5226824457593688,-0.7583778014941303,2.6725195684366407,-0.42965940342712083,1.826086956521739,1.1685393258426966,0.8089887640449438,-0.2247191011235955,0.043478260869565216,0.2608695652173913,0.8695652173913043,1.8426966292134832,0.5393258426966292,0.8260869565217391
003_ZW Parque del Perro,0,1,0,0,0.6145423438836611,-1.5730337078651686,-0.8932099578503688,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9568556584594533,0.7038626609442059,0.5039530155861756,0.25118590467585267,0.8285907859078591,-0.1261503928170596,3.2509314047775586,-0.5090715048025614,-0.7516395176644807,2.6725195684366407,-0.17391304347826086,1.8876404494382022,1.1685393258426966,0.8089887640449438,-0.21739130434782608,0.043478260869565216,0.2608695652173913,0.898876404494382,1.8426966292134832,0.5217391304347826
003_ZW Parque del Perro,1,1,0,0,-1.2087824351297405,-1.348314606741573,-1.113695194025748,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5972441834199231,-0.9568556584594533,0.7016037948949626,0.5039530155861756,0.25112917795844614,0.8235690235690236,-0.12316458470304634,3.1662753468516542,-0.5045483393272688,-0.7516395176644807,-1.5217391304347827,-0.1797752808988764,1.8876404494382022,1.1685393258426966,0.782608695652174,-0.21739130434782608,0.043478260869565216,0.2696629213483146,0.898876404494382,1.7826086956521738
003_ZW Parque del Perro,2,1,0,0,-1.0196749358426005,0.0898876404494382,-0.9528987893434737,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2082674497402304,0.5972441834199231,-0.9591145245086966,0.7016037948949626,0.503839205058717,0.2496071829405162,0.8040762656147272,-0.11995731056563509,3.138142585149143,-0.5045483393272688,-1.3043478260869565,-1.5730337078651686,-0.1797752808988764,1.8876404494382022,1.1304347826086956,0.782608695652174,-0.21739130434782608,0.0449438202247191,0.2696629213483146,0.8695652173913043
003_ZW Parque del Perro,3,1,0,0,0.31228970630168223,0.3595505617977528,-0.05671659527191093,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0210074542579626,-1.2082674497402304,0.5949853173706798,-0.9591145245086966,0.701445347786811,0.5007856341189673,0.24369932062239746,0.7831376734258272,-0.11889147450814479,3.138142585149143,0.08695652173913043,-1.348314606741573,-1.5730337078651686,-0.1797752808988764,1.826086956521739,1.1304347826086956,0.782608695652174,-0.2247191011235955,0.0449438202247191,0.2608695652173913
003_ZW Parque del Perro,4,1,0,0,0.5597946963216425,0.9438202247191011,0.17632762747972694,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29794443189518854,-1.0210074542579626,-1.2105263157894737,0.5949853173706798,-0.9588979223125563,0.6971941638608303,0.48893271970195035,0.23735325506937027,0.7761793949650941,-0.11889147450814479,0.34782608695652173,0.0898876404494382,-1.348314606741573,-1.5730337078651686,-0.17391304347826086,1.826086956521739,1.1304347826086956,0.8089887640449438,-0.2247191011235955,0.043478260869565216
003_ZW Parque del Perro,5,0,1,0,0.27077274023381814,1.4382022471910112,0.0035055493196499746,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5430313982380846,0.29794443189518854,-1.0232663203072057,-1.2105263157894737,0.594850948509485,-0.9530864197530864,0.6806925268463728,0.4762006403415154,0.23524434101967415,0.7761793949650941,0.9130434782608695,0.3595505617977528,0.0898876404494382,-1.348314606741573,-1.5217391304347827,-0.17391304347826086,1.826086956521739,1.1685393258426966,0.8089887640449438,-0.21739130434782608
003_ZW Parque del Perro,6,0,1,0,1.7250071285999429,2.4269662921348316,1.1755659561552205,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25683306979896103,0.5430313982380846,0.29568556584594524,-1.0232663203072057,-1.210252935862692,0.5912457912457911,-0.930528161297392,0.662966915688367,0.47196953670404046,0.23524434101967415,1.391304347826087,0.9438202247191011,0.3595505617977528,0.0898876404494382,-1.3043478260869565,-1.5217391304347827,-0.17391304347826086,1.8876404494382022,1.1685393258426966,0.782608695652174
003_ZW Parque del Perro,0,1,0,0,0.4544054747647562,0.4044943820224719,0.026637736518990242,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.6968601761915518,0.25683306979896103,0.5407725321888412,0.29568556584594524,-1.0230352303523034,-1.2029180695847361,0.5772518080210387,-0.9062966915688367,0.6570763697905647,0.47196953670404046,2.347826086956522,1.4382022471910112,0.9438202247191011,0.3595505617977528,0.08695652173913043,-1.3043478260869565,-1.5217391304347827,-0.1797752808988764,1.8876404494382022,1.1304347826086956
003_ZW Parque del Perro,1,1,0,0,-0.7906472768748216,1.0786516853932584,-0.8261793020112704,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.43867178676304497,1.6968601761915518,0.2545742037497177,0.5407725321888412,0.2956187895212284,-1.0168350168350166,-1.1744466359850976,0.5622198505869797,-0.8982441294690078,0.6570763697905647,0.391304347826087,2.4269662921348316,1.4382022471910112,0.9438202247191011,0.34782608695652173,0.08695652173913043,-1.3043478260869565,-1.5730337078651686,-0.1797752808988764,1.826086956521739
003_ZW Parque del Perro,2,1,0,0,-0.22469347020245223,0.6741573033707865,-0.34044274293306453,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7942173029139371,0.43867178676304497,1.6946013101423087,0.2545742037497177,0.540650406504065,0.29382716049382707,-0.9927679158448388,-1.143863393810032,0.5572244552570339,-0.8982441294690078,1.0434782608695652,0.4044943820224719,2.4269662921348316,1.4382022471910112,0.9130434782608695,0.34782608695652173,0.08695652173913043,-1.348314606741573,-1.5730337078651686,-0.17391304347826086
003_ZW Parque del Perro,3,1,0,0,-0.4550898203592814,1.4831460674157304,-0.5116247938333257,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2337926360966795,-0.7942173029139371,0.43641292071380167,1.6946013101423087,0.25451671183378505,0.5373737373737374,0.286872671488056,-0.966915688367129,-1.1337000211550667,0.5572244552570339,0.6521739130434783,1.0786516853932584,0.4044943820224719,2.4269662921348316,1.391304347826087,0.9130434782608695,0.34782608695652173,0.0898876404494382,-1.348314606741573,-1.5217391304347827
003_ZW Parque del Perro,4,1,0,0,0.1172512118619903,1.4831460674157304,-0.12041780249232602,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4619381070702508,-0.2337926360966795,-0.7964761689631805,0.43641292071380167,1.694218608852755,0.25297418630751967,0.5246548323471402,0.27940234791889,-0.9583245187222339,-1.1337000211550667,1.434782608695652,0.6741573033707865,1.0786516853932584,0.4044943820224719,2.347826086956522,1.391304347826087,0.9130434782608695,0.3595505617977528,0.0898876404494382,-1.3043478260869565
003_ZW Parque del Perro,5,0,1,0,0.9968634160250927,0.898876404494382,0.35620089224355156,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1048113846848882,-0.4619381070702508,-0.2360515021459228,-0.7964761689631805,0.43631436314363137,1.6839506172839507,0.24698663160201628,0.5109925293489862,0.27691982229744017,-0.9583245187222339,1.434782608695652,1.4831460674157304,0.6741573033707865,1.0786516853932584,0.391304347826087,2.347826086956522,1.391304347826087,0.9438202247191011,0.3595505617977528,0.08695652173913043
003_ZW Parque del Perro,6,0,0,1,0.7974907328200739,1.3932584269662922,0.632004655930728,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9758301332730969,0.1048113846848882,-0.4641969731194941,-0.2360515021459228,-0.7962962962962963,0.43367003367003365,1.644093797939952,0.240554962646745,0.5064522953247304,0.27691982229744017,0.8695652173913043,1.4831460674157304,1.4831460674157304,0.6741573033707865,1.0434782608695652,0.391304347826087,2.347826086956522,1.4382022471910112,0.9438202247191011,0.34782608695652173
003_ZW Parque del Perro,0,1,0,0,1.0915312232677499,1.1685393258426966,0.9085700909424108,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.7784052405692341,0.9758301332730969,0.10255251863564488,-0.4641969731194941,-0.2359981933152665,-0.7914702581369248,0.4234056541748849,1.60128068303095,0.23841760101544324,0.5064522953247304,1.3478260869565217,0.898876404494382,1.4831460674157304,1.4831460674157304,0.6521739130434783,1.0434782608695652,0.391304347826087,2.4269662921348316,1.4382022471910112,0.9130434782608695
003_ZW Parque del Perro,1,1,0,0,1.4722554890219561,1.1685393258426966,1.522612475374536,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.069573074316693,0.7784052405692341,0.9735712672238536,0.10255251863564488,-0.4640921409214092,-0.23456790123456794,-0.7727372342756959,0.41237993596584843,1.5870530992172627,0.23841760101544324,1.1304347826086956,1.3932584269662922,0.898876404494382,1.4831460674157304,1.434782608695652,0.6521739130434783,1.0434782608695652,0.4044943820224719,2.4269662921348316,1.391304347826087
003_ZW Parque del Perro,2,1,0,0,0.45805531793555737,1.5730337078651686,0.5514278473908462,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.4465778179353965,1.069573074316693,0.7761463745199907,0.9735712672238536,0.10252935862691956,-0.46127946127946134,-0.22901599824676752,-0.7526147278548561,0.40871588745504545,1.5870530992172627,1.1304347826086956,1.1685393258426966,1.3932584269662922,0.898876404494382,1.434782608695652,1.434782608695652,0.6521739130434783,1.0786516853932584,0.4044943820224719,2.347826086956522
