FECHA CONEXIÓN;AREA;NOMBRE ZONA;COMUNA;MODEL;NÚMERO CONEXIONES;USAGE (kB);PORCENTAJE USO
6-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;39;910664;75,70%
6-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;36;5629;0,50%
6-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;20;6537;0,50%
6-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;16;695806;57,80%
6-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;14;937;0,10%
6-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;66;3966899;329,60%
6-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;21;5054;0,40%
6-abr-24;URBANA;050_ZW Parque Calima;4;MR76;24;734017;61,00%
6-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;17;2032;0,20%
6-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;57;1420902;118,10%
6-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;69;249084;20,70%
6-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;26;80046;6,70%
6-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;38;951246;79,00%
6-abr-24;URBANA;054_ZW El Diamante;13;MR76;28;306489;25,50%
6-abr-24;URBANA;054_ZW El Diamante;13;MR76;24;846831;70,40%
6-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;22;536773;44,60%
6-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;27;20667;1,70%
6-abr-24;URBANA;056_ZW Comuna 16;16;MR76;22;1917;0,20%
6-abr-24;URBANA;056_ZW Comuna 16;16;MR76;25;3342;0,30%
7-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;76;20922;1,70%
7-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;81;12865;1,10%
7-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;46;10803;0,90%
7-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;73;5568;0,50%
7-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;85;9689;0,80%
7-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;39;6104261;510,40%
7-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;41;394039;32,90%
7-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;113;6338402;529,90%
7-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;136;1099307;91,90%
7-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;88;5897827;493,10%
7-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;37;3312671;277,00%
7-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;31;3374353;282,10%
7-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;38;17367;1,50%
7-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;34;36406;3,00%
7-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;55;10822;0,90%
7-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;29;29514;2,50%
7-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;34;7332262;613,00%
7-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;26;2009;0,20%
7-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;32;7554909;631,60%
7-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;32;191672;16,00%
7-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;96;12222;1,00%
7-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;26;43092;3,60%
7-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;94;2791132;233,40%
7-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;43;17397;1,50%
7-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;90;15371;1,30%
7-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;82;15834;1,30%
7-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;888989;74,30%
7-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;32;871;0,10%
7-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;52;5171;0,40%
7-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;81;10205;0,90%
7-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;60;28747;2,40%
7-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;70;5573658;466,00%
7-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;59;3135650;262,20%
7-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;32;3868;0,30%
7-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;24;17467;1,50%
7-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;15;6309;0,50%
7-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;48;6043996;505,30%
7-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;38;3339357;279,20%
7-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;52;3996;0,30%
7-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;16;1951144;163,10%
7-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;58;881296;73,70%
7-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;52;22565;1,90%
7-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;46;12303;1,00%
7-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;9;1640;0,10%
7-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;65;51747;4,30%
7-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;63;6195;0,50%
7-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;95;5644706;471,90%
7-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;91;6056620;506,40%
7-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;22;1520100;127,10%
7-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;28;11789534;985,70%
7-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;31;14003;1,20%
7-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;47;17228;1,40%
7-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;42;2414732;201,90%
7-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;39;12493690;1044,50%
7-abr-24;URBANA;041_ZW Parque Junin;9;MR76;55;18243;1,50%
7-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;44;15676;1,30%
7-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;38;1978520;165,40%
7-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;30;7422;0,60%
7-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;14;298;0,00%
7-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;23;1512112;126,40%
7-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;19;3791;0,30%
7-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;57;24979;2,10%
7-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;40;5427;0,50%
7-abr-24;URBANA;050_ZW Parque Calima;4;MR76;22;3846;0,30%
7-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;19;12329;1,00%
7-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;43;2147520;179,50%
7-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;46;6735;0,60%
7-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;29;306588;25,60%
7-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;36;1944918;162,60%
7-abr-24;URBANA;054_ZW El Diamante;13;MR76;34;2543824;212,70%
7-abr-24;URBANA;054_ZW El Diamante;13;MR76;25;1784895;149,20%
7-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;17;602222;50,30%
7-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;20;91103;7,60%
7-abr-24;URBANA;056_ZW Comuna 16;16;MR76;19;5101;0,40%
7-abr-24;URBANA;056_ZW Comuna 16;16;MR76;20;6435;0,50%
8-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;32;5024;0,70%
8-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;36;3387;0,50%
8-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;61;17666;2,50%
8-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;40;8513;1,20%
8-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;52;3670;0,50%
8-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;86;3951791;558,30%
8-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;71;1904520;269,10%
8-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;144;885292;125,10%
8-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;160;1152335;162,80%
8-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;107;16236;2,30%
8-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;55;10663;1,50%
8-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;33;1529219;216,10%
8-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;64;17749;2,50%
8-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;80;13441;1,90%
8-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;29;3378;0,50%
8-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;36;6858;1,00%
8-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;26;12501798;1766,30%
8-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;23;3611;0,50%
8-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;32;112298;15,90%
8-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;34;1388903;196,20%
8-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;42;2992;0,40%
8-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;49;871362;123,10%
8-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;96;5568470;786,80%
8-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;30;12976;1,80%
8-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;70;3837;0,50%
8-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;81;6428;0,90%
8-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;17;2518406;355,80%
8-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;33;1493;0,20%
8-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;25;8682;1,20%
8-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;50;13794;1,90%
8-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;44;16300;2,30%
8-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;57;5920402;836,50%
8-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;41;1095611;154,80%
8-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;26;6472;0,90%
8-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;34;5996;0,80%
8-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;17;5895;0,80%
8-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;51;2024774;286,10%
8-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;40;914637;129,20%
8-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;34;9611;1,40%
8-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;16;348049;49,20%
8-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;58;6303518;890,60%
8-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;22;1093;0,20%
8-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;13;533;0,10%
8-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;18;3325;0,50%
8-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;86;96499;13,60%
8-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;72;9765;1,40%
8-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;92;457363;64,60%
8-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;71;578064;81,70%
8-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;87;10492;1,50%
8-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;40;5019036;709,10%
8-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;33;7452;1,10%
8-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;41;18375;2,60%
8-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;25;676380;95,60%
8-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;22;5551411;784,30%
8-abr-24;URBANA;041_ZW Parque Junin;9;MR76;83;11900;1,70%
8-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;44;9072;1,30%
8-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;40;611338;86,40%
8-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;32;4376;0,60%
8-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;34;3601;0,50%
8-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;16;2037669;287,90%
8-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;16;373;0,10%
8-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;48;6227;0,90%
8-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;10;455;0,10%
8-abr-24;URBANA;050_ZW Parque Calima;4;MR76;30;4542;0,60%
8-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;21;19959;2,80%
8-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;59;3670950;518,70%
8-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;65;172958;24,40%
8-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;23;598406;84,50%
8-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;40;818979;115,70%
8-abr-24;URBANA;054_ZW El Diamante;13;MR76;10;3155;0,40%
8-abr-24;URBANA;054_ZW El Diamante;13;MR76;2;368;0,10%
8-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;25;545654;77,10%
8-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;27;630996;89,20%
8-abr-24;URBANA;056_ZW Comuna 16;16;MR76;8;445;0,10%
8-abr-24;URBANA;056_ZW Comuna 16;16;MR76;8;614;0,10%
9-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;19;1020;0,10%
9-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;26;2978;0,40%
9-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;60;23740;3,10%
9-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;49;4793;0,60%
9-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;36;4394;0,60%
9-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;78;6723586;878,80%
9-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;94;1724858;225,40%
9-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;144;15445;2,00%
9-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;167;21516;2,80%
9-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;94;4912317;642,00%
9-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;1;34;0,00%
9-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;55;13560;1,80%
9-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;21;906248;118,40%
9-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;38;24182;3,20%
9-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;29;3585;0,50%
9-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;39;9156;1,20%
9-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;46;5192;0,70%
9-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;35;9624318;1257,90%
9-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;70;11849;1,50%
9-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;35;10809;1,40%
9-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;35;17902;2,30%
9-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;65;13295;1,70%
9-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;47;242782;31,70%
9-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;84;15090998;1972,40%
9-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;31;15172;2,00%
9-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;60;2641;0,30%
9-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;54;11869;1,60%
9-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;25;2440511;319,00%
9-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;31;1103;0,10%
9-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;39;11946;1,60%
9-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;65;9887;1,30%
9-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;56;16071;2,10%
9-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;70;2823516;369,00%
9-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;41;1175959;153,70%
9-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;22;2043;0,30%
9-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;20;6844;0,90%
9-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;26;6661;0,90%
9-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;64;6677051;872,70%
9-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;66;2490853;325,60%
9-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;25;1499;0,20%
9-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;22;923112;120,70%
9-abr-24;URBANA;032_ZW Parque La Orqueta;20;MR76;12;1792383;234,30%
9-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;47;4810;0,60%
9-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;28;3874;0,50%
9-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;10;1737;0,20%
9-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;80;142889;18,70%
9-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;78;6653;0,90%
9-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;82;34176;4,50%
9-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;90;6944;0,90%
9-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;84;22546;2,90%
9-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;40;5074608;663,30%
9-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;41;11244;1,50%
9-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;46;10195;1,30%
9-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;35;3555682;464,70%
9-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;30;3110891;406,60%
9-abr-24;URBANA;041_ZW Parque Junin;9;MR76;74;21891;2,90%
9-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;53;9814;1,30%
9-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;39;611568;79,90%
9-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;38;18864;2,50%
9-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;24;2163;0,30%
9-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;16;551186;72,00%
9-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;21;2047;0,30%
9-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;53;21345;2,80%
9-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;49;16282;2,10%
9-abr-24;URBANA;050_ZW Parque Calima;4;MR76;35;14410;1,90%
9-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;16;3099;0,40%
9-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;56;1461272;191,00%
9-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;67;726421;94,90%
9-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;28;896324;117,20%
9-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;41;253951;33,20%
9-abr-24;URBANA;054_ZW El Diamante;13;MR76;34;692357;90,50%
9-abr-24;URBANA;054_ZW El Diamante;13;MR76;23;944322;123,40%
9-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;20;389672;50,90%
9-abr-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;27;59794;7,80%
9-abr-24;URBANA;056_ZW Comuna 16;16;MR76;16;4030;0,50%
9-abr-24;URBANA;056_ZW Comuna 16;16;MR76;25;5200;0,70%
10-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;27;4258;1,00%
10-abr-24;URBANA;001_ZW Parque Ingenio;17;MR76;27;59363;14,00%
10-abr-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;73;9443;2,20%
10-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;41;3413;0,80%
10-abr-24;URBANA;003_ZW Parque del Perro;19;MR76;40;2408;0,60%
10-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;85;449738;105,80%
10-abr-24;URBANA;004_ZW Parque San Nicolas;3;MR76;84;1048571;246,70%
10-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;174;30963;7,30%
10-abr-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;169;95910;22,60%
10-abr-24;URBANA;006_ZW Parque Vallado;15;MR76;90;1875705;441,30%
10-abr-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;64;20788;4,90%
10-abr-24;URBANA;010_ZW Parque Antonio Nariño;16;MR76;21;28348;6,70%
10-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;99;424192;99,80%
10-abr-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;96;14734;3,50%
10-abr-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;39;57589;13,50%
10-abr-24;URBANA;013_ZW Parque Llano Verde;15;MR76;41;3604;0,80%
10-abr-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;32;8178208;1924,10%
10-abr-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;20;1552;0,40%
10-abr-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;21;6984;1,60%
10-abr-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;32;156576;36,80%
10-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;55;161401;38,00%
10-abr-24;URBANA;018_ZW Parque Las Banderas;19;MR76;47;331238;77,90%
10-abr-24;URBANA;019_ZW Parque Skate Board;15;MR76;77;1842034;433,40%
10-abr-24;URBANA;020_ZW Parque Petecuy1;6;MR76;29;39667;9,30%
10-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;81;178062;41,90%
10-abr-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;78;13116;3,10%
10-abr-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;9;6300;1,50%
10-abr-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;40;10956;2,60%
10-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;36;14145;3,30%
10-abr-24;URBANA;024_ZW Museo La Tertulia;2;MR76;74;13714;3,20%
10-abr-24;URBANA;025_ZW Parque San Marino;7;MR76;61;8629;2,00%
10-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;57;1268449;298,40%
10-abr-24;URBANA;026_ZW Parque La Flora;2;MR76;37;1151219;270,90%
10-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;39;2750;0,60%
10-abr-24;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;32;8421;2,00%
10-abr-24;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;23;20993;4,90%
10-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;84;3791234;892,00%
10-abr-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;77;3182494;748,80%
10-abr-24;URBANA;030_ZW Parque Mutis;1;MR76;38;193741;45,60%
10-abr-24;URBANA;031_ZW Cancha Los Azules;21;MR76;20;11339;2,70%
10-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;21;4079;1,00%
10-abr-24;URBANA;033_ZW Plaza Alameda;19;MR76;32;3784;0,90%
10-abr-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;16;1442;0,30%
10-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;66;526717;123,90%
10-abr-24;URBANA;035_ZW Parque Colseguros;10;MR76;74;3499380;823,30%
10-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;68;29509;6,90%
10-abr-24;URBANA;036_ZW Parque India Elena;10;MR76;88;75668;17,80%
10-abr-24;URBANA;037_ZW Parque Tequendama;19;MR76;85;10635;2,50%
10-abr-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;38;3190492;750,60%
10-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;37;13159;3,10%
10-abr-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;49;197871;46,60%
10-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;40;1622316;381,70%
10-abr-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;37;4925504;1158,80%
10-abr-24;URBANA;041_ZW Parque Junin;9;MR76;94;59587;14,00%
10-abr-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;51;20670;4,90%
10-abr-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;49;253612;59,70%
10-abr-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;33;8603;2,00%
10-abr-24;URBANA;045_ZW Parque Santa Anita;17;MR76;21;9004;2,10%
10-abr-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;10;191027;44,90%
10-abr-24;URBANA;047_ZW Parque del Mico;11;MR76;17;1547;0,40%
10-abr-24;URBANA;048_ZW Parque Cien Palos;9;MR76;51;7315;1,70%
10-abr-24;URBANA;049_ZW Cerro 3 Cruces;99;MR76;10;1462;0,30%
10-abr-24;URBANA;050_ZW Parque Calima;4;MR76;35;6565;1,50%
10-abr-24;URBANA;051_ZW Parque La Merced;2;MR76;15;797929;187,70%
10-abr-24;URBANA;052_ZW Puente de Colores;13;MR74;62;92576;21,80%
10-abr-24;URBANA;052_ZW Puente de Colores;13;MR76;65;10709;2,50%
10-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;31;598223;140,70%
10-abr-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;42;81466;19,20%
